Region,ItemDescription,TransactionDate,Length8Foot,Length10Foot,Length12Foot,Length14Foot,Length16Foot,Length18Foot,Length20Foot
West,2x8 #1,2025-07-18,340,345,355,325,355,325,345
West,2x10 #1,2025-07-18,355,410,410,355,400,305,450
West,2x12 #1,2025-07-18,450,420,345,320,395,340,620
West,2x4 #2,2025-07-18,390,310,310,340,440,330,335
West,2x6 #2,2025-07-18,285,290,320,310,320,285,275
West,2x8 #2,2025-07-18,310,290,310,310,350,300,330
West,2x10 #2,2025-07-18,285,290,290,290,310,250,275
West,2x12 #2,2025-07-18,280,315,300,305,380,320,465
Central,2x4 #1,2025-07-18,425,375,375,395,445,415,415
Central,2x6 #1,2025-07-18,320,325,345,340,345,325,350
Central,2x8 #1,2025-07-18,345,360,365,350,355,350,345
Central,2x10 #1,2025-07-18,370,440,425,390,395,335,440
Central,2x12 #1,2025-07-18,425,450,415,325,390,405,640
Central,2x4 #2,2025-07-18,375,300,305,345,380,330,335
Central,2x6 #2,2025-07-18,290,300,310,300,310,300,300
Central,2x8 #2,2025-07-18,295,290,290,295,320,295,300
Central,2x10 #2,2025-07-18,250,300,295,300,290,260,270
Central,2x12 #2,2025-07-18,280,300,335,305,350,320,440
East,2x4 #1,2025-07-18,430,390,375,420,435,420,425
East,2x6 #1,2025-07-18,350,355,385,365,355,345,375
East,2x8 #1,2025-07-18,390,360,385,350,365,365,350
East,2x10 #1,2025-07-18,355,380,415,420,400,365,420
East,2x12 #1,2025-07-18,450,435,435,375,430,515,795
East,2x4 #2,2025-07-18,385,340,345,390,410,390,400
East,2x6 #2,2025-07-18,285,315,320,330,320,320,305
East,2x8 #2,2025-07-18,315,315,320,320,330,295,300
East,2x10 #2,2025-07-18,275,325,340,360,360,290,350
East,2x12 #2,2025-07-18,315,315,365,305,360,370,480
West,2x4 #1,2025-07-25,430,345,360,380,505,390,405
West,2x6 #1,2025-07-25,310,310,355,350,370,320,330
West,2x8 #1,2025-07-25,345,350,360,330,360,325,345
West,2x10 #1,2025-07-25,350,405,410,350,400,305,445
West,2x12 #1,2025-07-25,450,420,360,320,395,340,620
West,2x4 #2,2025-07-25,390,310,315,340,440,330,335
West,2x6 #2,2025-07-25,290,295,325,315,325,290,280
West,2x8 #2,2025-07-25,315,295,315,315,355,305,335
West,2x10 #2,2025-07-25,285,290,290,290,310,250,275
West,2x12 #2,2025-07-25,290,325,315,305,380,320,465
Central,2x4 #1,2025-07-25,425,375,375,395,445,415,415
Central,2x6 #1,2025-07-25,325,330,350,345,350,330,355
Central,2x8 #1,2025-07-25,350,365,370,355,360,355,350
Central,2x10 #1,2025-07-25,375,445,430,395,400,340,445
Central,2x12 #1,2025-07-25,425,450,415,325,390,405,640
Central,2x4 #2,2025-07-25,380,305,310,350,385,335,340
Central,2x6 #2,2025-07-25,295,305,315,305,315,305,305
Central,2x8 #2,2025-07-25,300,295,295,300,325,300,305
Central,2x10 #2,2025-07-25,250,300,295,300,290,260,270
Central,2x12 #2,2025-07-25,280,300,335,305,350,320,440
East,2x4 #1,2025-07-25,430,345,360,380,505,390,405
East,2x6 #1,2025-07-25,310,310,355,350,370,320,330
East,2x8 #1,2025-07-25,345,350,360,330,360,325,345
East,2x10 #1,2025-07-25,350,405,410,350,400,305,445
East,2x12 #1,2025-07-25,450,420,360,320,395,340,620
East,2x4 #2,2025-07-25,390,310,315,340,440,330,335
East,2x6 #2,2025-07-25,290,295,325,315,325,290,280
East,2x8 #2,2025-07-25,315,295,315,315,355,305,335
East,2x10 #2,2025-07-25,285,290,290,290,310,250,275
East,2x12 #2,2025-07-25,290,325,315,305,380,320,465
West,2x4 #1,2025-08-01,430,345,360,380,505,390,405
West,2x6 #1,2025-08-01,310,310,360,355,375,320,330
West,2x8 #1,2025-08-01,345,350,360,330,360,325,345
West,2x10 #1,2025-08-01,350,405,410,350,400,305,445
West,2x12 #1,2025-08-01,450,420,410,350,400,305,445
West,2x4 #2,2025-08-01,390,320,320,350,440,335,340
West,2x6 #2,2025-08-01,295,295,330,320,330,290,280
West,2x8 #2,2025-08-01,315,295,315,315,355,305,335
West,2x10 #2,2025-08-01,285,290,290,290,310,250,275
West,2x12 #2,2025-08-01,300,335,325,305,380,320,465
Central,2x4 #1,2025-08-01,425,375,375,400,450,415,420
Central,2x6 #1,2025-08-01,330,335,355,350,355,340,355
Central,2x8 #1,2025-08-01,360,365,375,355,365,355,355
Central,2x10 #1,2025-08-01,375,445,430,390,395,340,445
Central,2x12 #1,2025-08-01,425,450,425,325,395,390,625
Central,2x4 #2,2025-08-01,380,310,310,355,390,340,350
Central,2x6 #2,2025-08-01,300,305,320,315,315,310,305
Central,2x8 #2,2025-08-01,300,295,295,300,325,300,305
Central,2x10 #2,2025-08-01,250,300,295,300,290,260,270
Central,2x12 #2,2025-08-01,290,310,345,305,350,320,425
East,2x4 #1,2025-08-01,430,395,385,430,440,430,440
East,2x6 #1,2025-08-01,360,365,395,370,360,355,390
East,2x8 #1,2025-08-01,395,375,395,360,365,365,355
East,2x10 #1,2025-08-01,365,385,425,415,405,370,425
East,2x12 #1,2025-08-01,465,445,445,385,425,520,780
East,2x4 #2,2025-08-01,385,350,360,410,420,395,400
East,2x6 #2,2025-08-01,295,325,330,345,335,335,315
East,2x8 #2,2025-08-01,325,325,335,330,335,305,315
East,2x10 #2,2025-08-01,275,325,340,360,350,290,350
East,2x12 #2,2025-08-01,325,325,380,320,365,370,480
West,2x4 #1,2025-08-08,430,345,360,380,505,390,405
West,2x6 #1,2025-08-08,310,310,360,355,375,320,330
West,2x8 #1,2025-08-08,345,350,360,330,360,325,345
West,2x10 #1,2025-08-08,350,395,410,350,390,305,435
West,2x12 #1,2025-08-08,450,420,360,320,380,340,600
West,2x4 #2,2025-08-08,380,325,325,355,430,335,340
West,2x6 #2,2025-08-08,295,295,330,320,330,290,280
West,2x8 #2,2025-08-08,315,295,315,315,355,305,335
West,2x10 #2,2025-08-08,285,290,290,290,310,250,275
West,2x12 #2,2025-08-08,300,340,325,300,375,315,460
Central,2x4 #1,2025-08-08,410,370,370,400,450,415,415
Central,2x6 #1,2025-08-08,335,335,360,350,360,340,360
Central,2x8 #1,2025-08-08,360,365,380,355,365,355,355
Central,2x10 #1,2025-08-08,370,430,425,385,395,340,440
Central,2x12 #1,2025-08-08,425,450,425,325,395,390,610
Central,2x4 #2,2025-08-08,365,310,310,355,385,340,350
Central,2x6 #2,2025-08-08,300,305,320,315,315,310,305
Central,2x8 #2,2025-08-08,300,295,295,300,325,300,305
Central,2x10 #2,2025-08-08,250,300,295,300,290,260,270
Central,2x12 #2,2025-08-08,290,310,350,305,350,320,425
East,2x4 #1,2025-08-08,415,395,385,435,440,430,450
East,2x6 #1,2025-08-08,360,365,395,370,355,360,395
East,2x8 #1,2025-08-08,395,375,500,360,365,365,360
East,2x10 #1,2025-08-08,365,385,430,415,405,375,425
East,2x12 #1,2025-08-08,465,445,450,385,415,520,765
East,2x4 #2,2025-08-08,380,350,360,415,420,395,400
East,2x6 #2,2025-08-08,295,335,330,350,325,340,325
East,2x8 #2,2025-08-08,325,325,340,340,335,305,320
East,2x10 #2,2025-08-08,265,320,330,350,340,280,345
East,2x12 #2,2025-08-08,325,325,380,320,365,370,465
East,2x4 #1,2025-08-15,405,390,385,430,430,430,450
East,2x6 #1,2025-08-15,360,355,390,360,350,360,395
East,2x8 #1,2025-08-15,390,370,400,355,360,365,360
East,2x10 #1,2025-08-15,350,380,420,405,400,375,415
East,2x12 #1,2025-08-15,455,440,450,380,405,520,750
East,2x4 #2,2025-08-15,370,345,360,415,415,390,395
East,2x6 #2,2025-08-15,285,335,330,350,325,340,325
East,2x8 #2,2025-08-15,315,315,330,330,325,300,320
East,2x10 #2,2025-08-15,255,305,320,340,325,275,335
East,2x12 #2,2025-08-15,320,320,375,320,360,370,450
Central,2x4 #1,2025-08-15,395,365,365,395,440,415,410
Central,2x6 #1,2025-08-15,325,330,355,345,350,335,355
Central,2x8 #1,2025-08-15,350,355,370,345,355,345,345
Central,2x10 #1,2025-08-15,350,410,410,370,380,330,430
Central,2x12 #1,2025-08-15,425,445,425,325,395,385,605
Central,2x4 #2,2025-08-15,350,305,310,350,375,335,340
Central,2x6 #2,2025-08-15,290,300,310,310,310,300,300
Central,2x8 #2,2025-08-15,295,285,290,290,315,290,300
Central,2x10 #2,2025-08-15,245,290,290,290,280,250,265
Central,2x12 #2,2025-08-15,290,310,350,305,340,305,410
West,2x4 #1,2025-08-15,425,340,355,380,495,390,407
West,2x6 #1,2025-08-15,310,310,360,355,370,320,330
West,2x8 #1,2025-08-15,345,350,360,330,360,325,340
West,2x10 #1,2025-08-15,347,382,395,350,380,305,415
West,2x12 #1,2025-08-15,450,425,365,320,380,340,600
West,2x4 #2,2025-08-15,365,305,305,345,420,335,335
West,2x6 #2,2025-08-15,285,290,325,315,325,285,275
West,2x8 #2,2025-08-15,305,285,305,310,345,295,325
West,2x10 #2,2025-08-15,275,280,280,280,300,240,265
West,2x12 #2,2025-08-15,295,335,320,295,370,310,455
West,2x4 #1,2025-08-22,415,330,345,370,460,390,400
West,2x6 #1,2025-08-22,300,300,350,345,360,310,320
West,2x8 #1,2025-08-22,335,340,350,320,350,315,330
West,2x10 #1,2025-08-22,335,370,380,340,360,305,400
West,2x12 #1,2025-08-22,440,415,365,320,360,330,580
West,2x4 #2,2025-08-22,355,295,295,335,400,325,325
West,2x6 #2,2025-08-22,280,285,315,305,315,280,270
West,2x8 #2,2025-08-22,295,275,300,305,335,290,315
West,2x10 #2,2025-08-22,265,270,270,270,290,230,255
West,2x12 #2,2025-08-22,295,335,320,295,350,290,435
Central,2x4 #1,2025-08-22,375,355,350,385,420,405,400
Central,2x6 #1,2025-08-22,315,320,345,335,340,325,345
Central,2x8 #1,2025-08-22,340,340,365,335,345,340,335
Central,2x10 #1,2025-08-22,340,395,400,360,370,325,415
Central,2x12 #1,2025-08-22,425,435,425,325,395,380,595
Central,2x4 #2,2025-08-22,330,290,300,330,355,330,330
Central,2x6 #2,2025-08-22,275,285,295,295,295,285,290
Central,2x8 #2,2025-08-22,285,275,280,280,305,280,295
Central,2x10 #2,2025-08-22,235,275,275,275,265,235,255
Central,2x12 #2,2025-08-22,290,310,350,305,325,295,385
East,2x4 #1,2025-08-22,390,380,380,425,420,420,440
East,2x6 #1,2025-08-22,350,350,380,355,345,350,390
East,2x8 #1,2025-08-22,380,365,395,345,345,355,355
East,2x10 #1,2025-08-22,340,370,410,395,385,365,395
East,2x12 #1,2025-08-22,445,440,445,370,395,510,715
East,2x4 #2,2025-08-22,355,335,345,405,405,375,380
East,2x6 #2,2025-08-22,280,330,320,340,310,335,315
East,2x8 #2,2025-08-22,305,305,320,320,310,290,310
East,2x10 #2,2025-08-22,245,290,310,325,305,265,315
East,2x12 #2,2025-08-22,315,315,365,310,345,365,430
West,2x4 #1,2025-08-29,400,310,325,350,430,370,380
West,2x6 #1,2025-08-29,285,285,335,330,345,300,310
West,2x8 #1,2025-08-29,325,330,340,310,340,305,320
West,2x10 #1,2025-08-29,325,345,355,330,340,300,380
West,2x12 #1,2025-08-29,440,415,365,310,345,315,560
West,2x4 #2,2025-08-29,340,280,280,315,370,315,315
West,2x6 #2,2025-08-29,270,275,295,290,300,265,255
West,2x8 #2,2025-08-29,285,265,290,290,320,275,300
West,2x10 #2,2025-08-29,250,255,255,250,270,215,240
West,2x12 #2,2025-08-29,290,325,310,285,330,270,410
Central,2x4 #1,2025-08-29,355,330,335,370,400,390,380
Central,2x6 #1,2025-08-29,295,305,330,320,325,315,335
Central,2x8 #1,2025-08-29,330,330,355,325,330,325,330
Central,2x10 #1,2025-08-29,320,375,380,340,350,300,395
Central,2x12 #1,2025-08-29,425,430,425,315,380,380,585
Central,2x4 #2,2025-08-29,305,270,280,315,330,310,310
Central,2x6 #2,2025-08-29,255,270,275,275,275,270,270
Central,2x8 #2,2025-08-29,270,260,265,265,285,265,275
Central,2x10 #2,2025-08-29,215,260,260,260,250,220,235
Central,2x12 #2,2025-08-29,290,310,350,300,315,280,370
East,2x4 #1,2025-08-29,370,365,365,410,405,410,440
East,2x6 #1,2025-08-29,340,340,370,345,335,335,370
East,2x8 #1,2025-08-29,360,355,390,335,330,350,355
East,2x10 #1,2025-08-29,325,355,400,375,365,355,380
East,2x12 #1,2025-08-29,430,430,435,350,375,495,680
East,2x4 #2,2025-08-29,340,325,330,390,390,360,370
East,2x6 #2,2025-08-29,270,320,310,330,300,325,305
East,2x8 #2,2025-08-29,295,295,310,305,295,280,295
East,2x10 #2,2025-08-29,235,275,300,315,285,250,295
East,2x12 #2,2025-08-29,305,310,355,300,325,345,405
West,2x4 #1,2025-09-05,385,295,310,335,415,355,365
West,2x6 #1,2025-09-05,275,275,325,320,335,290,300
West,2x8 #1,2025-09-05,315,320,330,300,330,295,310
West,2x10 #1,2025-09-05,315,335,345,320,330,290,370
West,2x12 #1,2025-09-05,435,410,360,305,340,310,555
West,2x4 #2,2025-09-05,320,270,270,300,350,300,300
West,2x6 #2,2025-09-05,260,265,280,275,285,255,245
West,2x8 #2,2025-09-05,275,255,280,280,310,265,290
West,2x10 #2,2025-09-05,245,250,250,245,265,210,235
West,2x12 #2,2025-09-05,285,310,305,280,315,260,395
Central,2x4 #1,2025-09-05,335,325,325,360,385,390,380
Central,2x6 #1,2025-09-05,290,300,320,310,320,315,335
Central,2x8 #1,2025-09-05,315,325,350,325,330,315,325
Central,2x10 #1,2025-09-05,310,365,370,325,340,290,380
Central,2x12 #1,2025-09-05,425,420,425,315,375,380,565
Central,2x4 #2,2025-09-05,290,270,275,305,315,310,310
Central,2x6 #2,2025-09-05,240,260,265,265,265,260,260
Central,2x8 #2,2025-09-05,260,260,260,255,275,260,275
Central,2x10 #2,2025-09-05,215,260,250,250,245,215,225
Central,2x12 #2,2025-09-05,290,310,350,300,310,275,360
East,2x4 #1,2025-09-05,355,355,355,390,390,405,425
East,2x6 #1,2025-09-05,330,330,360,335,325,335,360
East,2x8 #1,2025-09-05,340,340,375,330,315,350,355
East,2x10 #1,2025-09-05,320,345,390,365,360,350,360
East,2x12 #1,2025-09-05,420,420,435,345,360,490,650
East,2x4 #2,2025-09-05,325,315,315,375,375,350,360
East,2x6 #2,2025-09-05,260,310,300,320,290,315,300
East,2x8 #2,2025-09-05,285,290,300,295,290,270,285
East,2x10 #2,2025-09-05,225,270,290,305,280,245,290
East,2x12 #2,2025-09-05,305,310,355,300,305,335,390
West,2x4 #1,2025-09-12,375,285,300,325,405,345,355
West,2x6 #1,2025-09-12,275,275,325,320,335,290,300
West,2x8 #1,2025-09-12,305,310,320,290,320,285,300
West,2x10 #1,2025-09-12,310,330,340,315,325,285,365
West,2x12 #1,2025-09-12,435,410,360,305,340,310,555
West,2x4 #2,2025-09-12,310,260,260,290,340,290,290
West,2x6 #2,2025-09-12,260,265,280,275,285,255,245
West,2x8 #2,2025-09-12,265,245,270,270,300,255,280
West,2x10 #2,2025-09-12,240,245,245,240,260,205,230
West,2x12 #2,2025-09-12,285,310,305,280,315,260,395
Central,2x4 #1,2025-09-12,325,325,325,360,370,390,390
Central,2x6 #1,2025-09-12,290,300,320,310,320,320,340
Central,2x8 #1,2025-09-12,315,325,345,325,325,315,325
Central,2x10 #1,2025-09-12,315,350,370,330,335,290,370
Central,2x12 #1,2025-09-12,425,410,425,320,365,375,550
Central,2x4 #2,2025-09-12,285,270,270,300,305,310,305
Central,2x6 #2,2025-09-12,240,260,265,265,265,260,255
Central,2x8 #2,2025-09-12,260,260,260,255,275,260,275
Central,2x10 #2,2025-09-12,215,260,250,250,245,215,225
Central,2x12 #2,2025-09-12,290,310,360,305,315,280,360
East,2x4 #1,2025-09-12,340,350,350,385,385,405,425
East,2x6 #1,2025-09-12,330,330,355,335,325,335,355
East,2x8 #1,2025-09-12,340,340,380,330,315,350,355
East,2x10 #1,2025-09-12,310,345,385,365,360,350,360
East,2x12 #1,2025-09-12,410,420,440,345,355,490,630
East,2x4 #2,2025-09-12,315,310,310,365,365,350,360
East,2x6 #2,2025-09-12,255,305,300,315,290,310,300
East,2x8 #2,2025-09-12,285,290,300,295,290,270,285
East,2x10 #2,2025-09-12,220,270,285,300,280,245,290
East,2x12 #2,2025-09-12,305,310,355,300,305,325,380
East,2x4 #1,2025-09-19,340,355,355,385,385,405,435
East,2x6 #1,2025-09-19,330,335,360,335,330,335,355
East,2x8 #1,2025-09-19,345,345,380,330,320,350,355
East,2x10 #1,2025-09-19,315,345,390,365,360,350,360
East,2x12 #1,2025-09-19,420,430,450,345,365,490,630
East,2x4 #2,2025-09-19,315,315,310,360,365,350,360
East,2x6 #2,2025-09-19,255,310,300,315,290,310,300
East,2x8 #2,2025-09-19,285,290,300,295,290,270,285
East,2x10 #2,2025-09-19,220,270,285,300,280,245,290
East,2x12 #2,2025-09-19,315,320,365,310,315,325,375
West,2x4 #1,2025-09-19,370,285,295,320,400,340,350
West,2x6 #1,2025-09-19,275,275,325,320,335,290,300
West,2x8 #1,2025-09-19,305,310,320,290,320,285,300
West,2x10 #1,2025-09-19,305,325,335,310,320,280,360
West,2x12 #1,2025-09-19,440,415,365,310,345,315,555
West,2x4 #2,2025-09-19,300,255,255,285,330,290,290
West,2x6 #2,2025-09-19,260,265,280,275,285,255,245
West,2x8 #2,2025-09-19,265,245,270,270,300,255,280
West,2x10 #2,2025-09-19,235,240,240,240,260,205,225
West,2x12 #2,2025-09-19,295,320,290,290,325,265,395
Central,2x4 #1,2025-09-19,325,325,325,360,370,395,395
Central,2x6 #1,2025-09-19,300,310,330,320,330,325,340
Central,2x8 #1,2025-09-19,315,335,350,330,330,320,330
Central,2x10 #1,2025-09-19,325,350,370,335,340,300,370
Central,2x12 #1,2025-09-19,425,410,435,330,370,375,550
Central,2x4 #2,2025-09-19,285,270,275,300,310,310,305
Central,2x6 #2,2025-09-19,250,260,265,265,270,265,255
Central,2x8 #2,2025-09-19,260,260,260,255,280,260,275
Central,2x10 #2,2025-09-19,225,260,255,250,245,220,225
Central,2x12 #2,2025-09-19,300,320,375,320,325,290,365
West,2x4 #1,2025-09-26,360,280,295,320,390,355,355
West,2x6 #1,2025-09-26,280,280,330,325,340,295,305
West,2x8 #1,2025-09-26,310,315,325,295,325,290,305
West,2x10 #1,2025-09-26,300,320,330,305,315,275,355
West,2x12 #1,2025-09-26,440,415,365,310,345,315,555
West,2x4 #2,2025-09-26,290,265,265,285,320,290,290
West,2x6 #2,2025-09-26,270,275,290,285,295,265,255
West,2x8 #2,2025-09-26,270,250,275,275,305,260,285
West,2x10 #2,2025-09-26,235,240,245,240,260,205,225
West,2x12 #2,2025-09-26,300,330,325,295,335,275,395
Central,2x4 #1,2025-09-26,315,315,325,360,370,395,395
Central,2x6 #1,2025-09-26,300,310,330,320,330,325,340
Central,2x8 #1,2025-09-26,325,335,350,330,330,325,335
Central,2x10 #1,2025-09-26,330,360,375,340,345,305,370
Central,2x12 #1,2025-09-26,430,415,430,340,370,380,550
Central,2x4 #2,2025-09-26,285,270,275,300,315,315,310
Central,2x6 #2,2025-09-26,255,260,270,270,275,270,260
Central,2x8 #2,2025-09-26,260,260,260,260,280,260,280
Central,2x10 #2,2025-09-26,225,260,255,250,245,220,225
Central,2x12 #2,2025-09-26,310,330,385,330,335,300,375
East,2x4 #1,2025-09-26,340,360,360,385,390,405,440
East,2x6 #1,2025-09-26,340,345,365,345,340,335,355
East,2x8 #1,2025-09-26,355,355,390,335,330,360,365
East,2x10 #1,2025-09-26,320,350,385,355,360,340,360
East,2x12 #1,2025-09-26,435,430,460,350,375,490,615
East,2x4 #2,2025-09-26,315,325,315,365,370,355,365
East,2x6 #2,2025-09-26,265,315,310,320,300,315,305
East,2x8 #2,2025-09-26,290,290,300,300,295,275,290
East,2x10 #2,2025-09-26,220,270,285,300,285,250,290
East,2x12 #2,2025-09-26,325,335,385,320,330,335,375
West,2x4 #1,2025-10-03,360,280,295,320,390,355,355
West,2x6 #1,2025-10-03,285,285,335,330,345,300,310
West,2x8 #1,2025-10-03,315,320,330,300,330,295,310
West,2x10 #1,2025-10-03,300,320,330,305,315,275,355
West,2x12 #1,2025-10-03,440,415,380,320,355,325,555
West,2x4 #2,2025-10-03,290,270,270,290,320,295,295
West,2x6 #2,2025-10-03,280,285,300,295,305,275,265
West,2x8 #2,2025-10-03,275,255,280,280,310,265,290
West,2x10 #2,2025-10-03,235,240,245,245,260,205,225
West,2x12 #2,2025-10-03,315,345,340,340,350,290,410
Central,2x4 #1,2025-10-03,325,325,330,370,375,405,405
Central,2x6 #1,2025-10-03,310,320,340,330,340,330,350
Central,2x8 #1,2025-10-03,335,345,355,340,335,330,345
Central,2x10 #1,2025-10-03,335,365,385,350,350,315,360
Central,2x12 #1,2025-10-03,435,425,435,350,375,380,550
Central,2x4 #2,2025-10-03,295,275,280,305,325,325,325
Central,2x6 #2,2025-10-03,260,265,275,280,280,280,265
Central,2x8 #2,2025-10-03,265,265,265,275,285,270,285
Central,2x10 #2,2025-10-03,225,260,255,250,250,220,225
Central,2x12 #2,2025-10-03,310,340,395,340,335,300,360
East,2x4 #1,2025-10-03,340,370,365,395,395,410,455
East,2x6 #1,2025-10-03,350,355,375,355,355,335,355
East,2x8 #1,2025-10-03,365,365,400,335,340,370,375
East,2x10 #1,2025-10-03,330,360,395,355,370,340,360
East,2x12 #1,2025-10-03,450,440,475,360,390,490,600
East,2x4 #2,2025-10-03,325,330,325,370,370,365,380
East,2x6 #2,2025-10-03,275,325,320,330,310,325,315
East,2x8 #2,2025-10-03,300,300,310,310,305,285,295
East,2x10 #2,2025-10-03,225,275,290,305,290,255,295
East,2x12 #2,2025-10-03,335,350,400,330,350,335,360
West,2x4 #1,2025-10-10,360,285,295,320,390,360,360
West,2x6 #1,2025-10-10,290,290,340,335,350,305,315
West,2x8 #1,2025-10-10,320,325,335,305,335,300,315
West,2x10 #1,2025-10-10,300,320,330,305,315,275,355
West,2x12 #1,2025-10-10,445,420,385,325,360,330,555
West,2x4 #2,2025-10-10,290,280,280,290,320,300,300
West,2x6 #2,2025-10-10,290,295,310,305,315,280,270
West,2x8 #2,2025-10-10,280,260,290,290,320,270,295
West,2x10 #2,2025-10-10,235,240,245,240,260,205,225
West,2x12 #2,2025-10-10,315,345,355,325,365,300,400
Central,2x4 #1,2025-10-10,325,330,340,375,380,415,410
Central,2x6 #1,2025-10-10,325,335,345,340,345,340,365
Central,2x8 #1,2025-10-10,345,355,365,350,340,340,350
Central,2x10 #1,2025-10-10,340,375,395,360,360,325,360
Central,2x12 #1,2025-10-10,440,435,440,365,385,390,560
Central,2x4 #2,2025-10-10,305,285,285,315,335,335,330
Central,2x6 #2,2025-10-10,270,275,280,285,290,290,275
Central,2x8 #2,2025-10-10,275,270,275,285,285,280,295
Central,2x10 #2,2025-10-10,240,260,255,250,250,220,225
Central,2x12 #2,2025-10-10,315,345,400,350,340,290,350
East,2x4 #1,2025-10-10,345,380,375,405,405,415,460
East,2x6 #1,2025-10-10,365,365,385,370,370,345,365
East,2x8 #1,2025-10-10,375,375,405,340,350,375,385
East,2x10 #1,2025-10-10,340,370,400,355,370,350,360
East,2x12 #1,2025-10-10,465,460,490,375,410,490,600
East,2x4 #2,2025-10-10,335,340,330,370,370,375,385
East,2x6 #2,2025-10-10,285,330,325,335,320,335,320
East,2x8 #2,2025-10-10,305,305,315,315,315,295,300
East,2x10 #2,2025-10-10,230,275,290,305,290,260,300
East,2x12 #2,2025-10-10,350,365,415,340,370,335,365
West,2x4 #1,2025-10-17,360,295,300,320,390,365,365
West,2x6 #1,2025-10-17,295,295,345,340,355,310,320
West,2x8 #1,2025-10-17,325,330,340,310,340,305,320
West,2x10 #1,2025-10-17,300,320,330,305,315,275,355
West,2x12 #1,2025-10-17,445,425,395,335,370,340,555
West,2x4 #2,2025-10-17,290,290,290,295,320,305,305
West,2x6 #2,2025-10-17,295,300,315,310,320,285,275
West,2x8 #2,2025-10-17,280,260,295,295,325,275,300
West,2x10 #2,2025-10-17,235,240,245,240,260,205,225
West,2x12 #2,2025-10-17,325,355,365,335,370,305,400
Central,2x4 #1,2025-10-17,330,335,345,380,380,415,415
Central,2x6 #1,2025-10-17,330,335,350,345,355,340,370
Central,2x8 #1,2025-10-17,350,360,370,350,345,340,350
Central,2x10 #1,2025-10-17,345,380,400,360,370,330,365
Central,2x12 #1,2025-10-17,445,435,445,370,395,390,560
Central,2x4 #2,2025-10-17,310,295,290,325,340,335,335
Central,2x6 #2,2025-10-17,280,285,290,295,300,290,285
Central,2x8 #2,2025-10-17,280,275,280,290,290,285,300
Central,2x10 #2,2025-10-17,245,265,260,255,255,230,230
Central,2x12 #2,2025-10-17,315,350,410,355,345,290,350
East,2x4 #1,2025-10-17,345,380,370,400,405,415,460
East,2x6 #1,2025-10-17,365,365,380,370,370,350,365
East,2x8 #1,2025-10-17,380,380,405,340,350,375,385
East,2x10 #1,2025-10-17,340,375,400,360,375,350,360
East,2x12 #1,2025-10-17,470,470,500,390,420,495,610
East,2x4 #2,2025-10-17,340,340,330,370,370,380,395
East,2x6 #2,2025-10-17,290,330,330,335,325,340,330
East,2x8 #2,2025-10-17,310,310,315,320,320,310,310
East,2x10 #2,2025-10-17,235,280,290,305,295,270,300
East,2x12 #2,2025-10-17,350,375,425,340,385,340,375
